id,title,category,subcategory,description,short_description,tags,review_summary,review_keywords,rating_estimate,review_count_estimate,address,city,state,zip,latitude,longitude,website,phone,image,popularity_score,price_level,family_friendly,outdoor,seasonal_tags,SUNDAYhours,MONDAYhours,TUESDAYhours,WEDNESDAYhours,THURSDAYhours,FRIDAYhours,SATURDAYhours
mi_045,Auto Spa,Retail,Car Wash,Professional car wash and detailing center providing interior and exterior vehicle care.,Professional car wash and detailing center providing interior and exterior vehicle care.,"shopping,retail,car-wash,detailing",Reliable car wash with 24/7 self-serve bays; praised for the high-quality automatic wash and green energy practices.,"Car wash, 24/7, self-serve, green energy",3.9,100,2730 80th Avenue Southeast,Mercer Island,Washington,98040,47.5858331,-122.2313812,,,,,,,,,8:00am-6:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm
mi_046,Amadi Aesthetics,Retail,Med Spa,Medical spa and boutique offering professional skincare treatments and products.,Medical spa and boutique offering professional skincare treatments and products.,"shopping,retail,med-spa,skincare","Highly specialized oculoplastic surgery clinic; patients rave about 'subtle but life-changing' results and the professional, high-end environment.","Subtle results, professional, high-end, thorough",4.9,100,7800 Southeast 27th Street,Mercer Island,Washington,98040,47.586968,-122.2334582,https://amadidermatology.com/,,,,,,,,Closed,7:00am-3:00pm,7:00am-3:00pm,7:00am-3:00pm,7:00am-3:00pm,7:00am-3:00pm,Closed
mi_047,Barrels Wine Bar,Retail,Wine & Spirits,"Specialty retailer focusing on unique wines, craft spirits, and local labels.","Specialty retailer focusing on unique wines, craft spirits, and local labels.","shopping,retail,wine-spirits,wine",Versatile training facility housing kickboxing and HIIT; known for welcoming instructors who help beginners feel at ease while providing a great workout.,"Welcoming, beginner-friendly, high energy, technical",4.8,100,7605 Southeast 27th Street,Mercer Island,Washington,98040,47.5866035,-122.2368506,,,,,,,,,Closed,Closed,3:00pm-9:00pm,3:00pm-9:00pm,3:00pm-9:00pm,3:00pm-10:00pm,1:00pm-10:00pm
mi_048,MIFIT,Health / Fitness,CrossFit,"Gym providing CrossFit classes, strength and conditioning, and personal training.",Gym providing CrossFit classes,"fitness,wellness,crossfit,personal-training",Focused boutique studio; praised for staff who are 'helpful and kind' and an introductory class that is perfect for those new to the practice.,"Kind staff, slow-paced intro, supportive, boutique",5,25,8451 Southeast 68th Street,Mercer Island,Washington,98040,47.5408807,-122.2248035,https://www.mifitmi.com/,,,,,,,,7:00am-12:00pm,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm
mi_049,Mercer Island Pilates,Health / Fitness,Pilates,"Pilates studio focused on core strength, posture, and private or group sessions.","Pilates studio focused on core strength, posture, and private or group sessions.","fitness,wellness,pilates",High-intensity group workouts; members frequently mention the motivating coaches and the challenging but rewarding 'Orange 60' sessions.,"Motivating, intense, structured, group fitness",4.7,50,303 80th Avenue Southeast,Mercer Island,Washington,98040,47.583411,-122.232075,,,,,,,,,11:00am-5:00pm,7:00am-8:00pm,7:00am-8:00pm,7:00am-8:00pm,7:00am-8:00pm,7:00am-8:00pm,9:00am-5:00pm
mi_050,Orangetheory Fitness,Health / Fitness,Fitness,Fitness center offering high-intensity interval training classes.,Fitness center offering high-intensity interval training classes.,"fitness,wellness","Highly specialized facility for golfers; lauded for helping players increase clubhead speed and mobility through personalized, data-driven programs.","Personalized, data-driven, golf-specific, mobility",4.9,200,2601 76th Avenue Southeast,Mercer Island,Washington,98040,47.5871886,-122.2379813,,,,,,,,,7:00am-1:00pm,5:00am-8:00pm,5:00am-8:00pm,5:00am-8:00pm,5:00am-8:00pm,5:00am-8:00pm,7:00am-1:00pm
mi_051,Seattle Golf Fitness,Health / Fitness,Golf Fitness,Fitness facility specializing in golf-specific strength and conditioning programs.,Fitness facility specializing in golf-specific strength and conditioning programs.,"fitness,wellness,golf-fitness",One-on-one assisted stretching; clients appreciate the specialized 'flexologists' who help with recovery and increasing general flexibility.,"Recovery, flexible, professional, one-on-one",5,50,2448 76th Avenue Southeast,Mercer Island,Washington,98040,47.5877986,-122.2373851,,,,,,,,,Closed,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm,7:00am-7:00pm,8:00am-12:00pm
mi_052,StretchLab,Health / Fitness,Stretching,"Assisted stretching studio focusing on flexibility, injury prevention, and mobility training.",Assisted stretching studio focusing on flexibility,"fitness,wellness,stretching,mobility","Expansive yoga studio with six diverse class types; highly rated for its 'Y6 Signature Hot' classes and its modern, welcoming vibe.","Diverse classes, hot yoga, modern, massive community",5,200,2558 76th Ave Southeast,Mercer Island,Washington,98040,47.5875026,-122.2374266,https://www.stretchlab.com/location/mercer-island,,,,,,,,8:00am-2:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-2:00pm
mi_053,YogaSix,Health / Fitness,Yoga,Modern yoga studio offering a variety of sensory-driven yoga and fitness classes.,Modern yoga studio offering a variety of sensory-driven yoga and fitness classes.,"fitness,wellness,yoga","Popular reformer-based studio; while the instructors and equipment are praised, some reviews mention difficulty with the booking system and strict policies.","Reformer-based, equipment-focused, busy, structured",4.9,300,2601 76th Avenue Southeast,Mercer Island,Washington,98040,47.5870495,-122.2379852,https://www.yogasix.com/location/mercer-island,,,,,,,,7:00am-6:00pm,6:00am-8:00pm,6:00am-8:00pm,6:00am-8:00pm,6:00am-8:00pm,6:00am-8:00pm,7:00am-1:00pm
mi_054,Club Pilates,Health / Fitness,Pilates,"Reformer-based Pilates studio providing low-impact, full-body workouts.","Reformer-based Pilates studio providing low-impact, full-body workouts.","fitness,wellness,pilates,reformer",Long-standing community pillar; renowned for its positive environment that focuses on personal development and growth for students of all ages.,"Positive environment, community-focused, personal growth, skilled staff",4.7,150,2601 76th Avenue Southeast,Mercer Island,Washington,98040,47.5871251,-122.2379872,https://www.clubpilates.com/location/mercerisland,,,,,,,,8:30am-12:30pm,8:30am-7:00pm,9:00am-7:00pm,8:30am-7:00pm,9:00am-7:00pm,8:30am-6:30pm,8:30am-12:15pm
mi_055,Mercer Island Martial Arts,Health / Fitness,Martial Arts,Dojo providing karate and self-defense training for children and adults.,Dojo providing karate and self-defense training for children and adults.,"fitness,wellness,martial-arts,children,self-defense","An intimate, high-energy school; sensei is praised for being 'strict but fair' and creating a family-like atmosphere where kids love to learn.","Family-feel, high-energy, discipline, fun",4.9,100,77th Avenue Southeast,Mercer Island,Washington,98040,47.5870928,-122.2348318,,,,,,true,,,Closed,9:00am-8:30pm,9:00am-8:30pm,9:00am-8:30pm,9:00am-8:30pm,9:00am-8:30pm,8:00am-3:00pm
mi_056,Zen Dragon Martial Arts,Health / Fitness,Martial Arts,Martial arts school focused on taekwondo and character development.,Martial arts school focused on taekwondo and character development.,"fitness,wellness,martial-arts",Evidence-based chiropractic care; patients love the team's focus on patient education and corrective exercises that keep them healthy long-term.,"Evidence-based, patient education, rehab, knowledgeable",5,50,7858 Southeast 28th Street,Mercer Island,Washington,98040,47.5856414,-122.2326202,,,,,,,,,Closed,12:00pm-9:00pm,12:00pm-9:00pm,12:00pm-9:00pm,1:00pm-9:00pm,3:00pm-9:00pm,9:00am-3:00pm
mi_057,Helix Sport & Spine,Health / Fitness,Chiropractic,Integrated health clinic providing chiropractic care and sports therapy.,Integrated health clinic providing chiropractic care and sports therapy.,"fitness,wellness,chiropractic","Specialized scalp and hair health destination; praised for providing 'real relief' from stress and scalp concerns in a relaxing, luxury setting.","Relaxing, scalp health, relief, luxurious",5,100,2630 77th Ave Southeast,Mercer Island,Washington,98040,47.5871933,-122.2349958,,,,,,,,,Closed,1:00pm-6:00pm,7:30am-6:00pm,7:30am-1:00pm,1:00pm-6:00pm,7:30am-1:00pm,Closed
mi_058,Mercer Island Head Spa,Health / Fitness,Spa,Wellness center focused on specialized scalp treatments and relaxation.,Wellness center focused on specialized scalp treatments and relaxation.,"fitness,wellness,spa,relaxation","Full-service salon and barbershop; highly regarded for its talented stylists, relaxing scalp massages, and use of eco-conscious products.","Talented, eco-conscious, relaxing, consultative",5,100,7650 Southeast 27th Street,Mercer Island,Washington,98040,47.5873397,-122.2353502,,,,,,,,,10:00am-4:00pm,Closed,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm
mi_059,Au Courant Salon,Health / Fitness,Salon,"Full-service hair salon offering professional cutting, coloring, and styling.","Full-service hair salon offering professional cutting, coloring, and styling.","fitness,wellness,salon","Quiet and detail-oriented nail boutique; known for its cleanliness, long-lasting gel manicures, and a peaceful, no-rush atmosphere.","Clean, detailed, long-lasting, peaceful",4.7,50,7900 Southeast 28th Street,Mercer Island,Washington,98040,47.5857991,-122.2321843,https://aucourantsalon.com/,,,,,,,,Closed,Closed,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-6:00pm,9:00am-5:00pm
mi_060,The DEN,Health / Fitness,Salon,Modern men’s grooming salon specializing in haircuts and traditional shaves.,Modern men’s grooming salon specializing in haircuts and traditional shaves.,"fitness,wellness,salon,haircuts",Compassionate animal care center; praised for thorough exams and a staff that treats every pet with a high degree of patience and kindness.,"Compassionate, thorough, patient, professional",4.7,50,7900 Southeast 28th Street,Mercer Island,Washington,98040,47.5857991,-122.2321843,,,,,,,,,Closed,Closed,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-6:00pm,9:00am-5:00pm
mi_061,Koko Nail Studio,Health / Fitness,Salon,Boutique nail salon focusing on high-end manicures and creative nail art.,Boutique nail salon focusing on high-end manicures and creative nail art.,"fitness,wellness,salon,manicures",A quiet and professional boutique known for its clean environment and long-lasting gel manicures.,"Clean, detailed, long-lasting, peaceful",4.8,100,7650 Southeast 27th Street,Mercer Island,Washington,98040,47.5874676,-122.2354114,,,,,,,,,Closed,9:30am-6:30pm,9:30am-6:30pm,9:30am-6:30pm,9:30am-6:30pm,9:30am-6:30pm,9:30am-6:00pm
mi_062,Mercer Island Veterinary Clinic,,,,,,"Highly recommended for their compassionate 'fear-free' approach and thorough, top-notch pet care.","Compassionate, thorough, fear-free, professional",4.8,100,2448 76th Ave Southeast,Mercer Island,Washington,98040,47.5877841,-122.2369276,,,,,,,,,Closed,7:30am-6:00pm,7:30am-6:00pm,7:30am-6:00pm,7:30am-6:00pm,7:30am-6:00pm,8:00am-12:00pm
mi_063,Great Clips,Health / Fitness,Salon,"Hair salon offering quick, affordable haircuts for the whole family.","Hair salon offering quick, affordable haircuts for the whole family.","fitness,wellness,salon,haircuts","Convenient for quick and simple cuts, though service quality is noted to vary significantly by stylist.","Convenient, quick, affordable, variable",4.3,300,7808 Southeast 28th Street,Mercer Island,Washington,98040,47.5856186,-122.2332677,,,,,,true,,,9:00am-6:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-6:00pm
mi_064,Island Salon & Spa,Health / Fitness,Spa,"Full-service salon offering haircuts, coloring, facials, and massages.","Full-service salon offering haircuts, coloring, facials, and massages.","fitness,wellness,spa,haircuts,massage","A local sanctuary known for its experienced independent stylists and a positive, professional atmosphere.","Professional, relaxing, experienced, sanctuary",4.5,100,7810 Southeast 30th Street,Mercer Island,Washington,98040,47.58385,-122.232823,,,,,,,,,11:00am-6:00pm,9:30am-7:00pm,9:30am-7:00pm,9:30am-7:00pm,9:30am-7:00pm,9:30am-7:00pm,9:30am-7:00pm
mi_065,Rite Aid,Medical / Health Services,Pharmacy,"Pharmacy providing prescription medications, wellness items, and basic health consultations.",Pharmacy providing prescription medications,"medical,healthcare,pharmacy,wellness-items","A 24-hour resource for essentials and prescriptions; however, users frequently mention long pharmacy lines.","24-hour, accessible, pharmacy, central",3.2,200,3023 78th Avenue Southeast,Mercer Island,Washington,98040,47.5826234,-122.2343093,,,,,,,,,10:00am-6:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-6:00pm
mi_066,Island Animal Hospital,Medical / Health Services,Pet Supplies,"Full-service veterinary clinic offering pet wellness exams, surgery, and emergency care.",Full-service veterinary clinic offering pet wellness exams,"medical,healthcare,pet-supplies,pet,surgery,pets,veterinary",Praised for deeply collaborative care and a staff that is exceptionally empathetic during difficult times.,"Empathetic, collaborative, thorough, caring",4.6,100,7803 Southeast 27th Street,Mercer Island,Washington,98040,47.5864805,-122.2333208,,,,,,,,,Closed,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,Closed
mi_067,Island Cats Veterinary Hospital,Medical / Health Services,Veterinary,Specialized veterinary clinic focused exclusively on feline health and care.,Specialized veterinary clinic focused exclusively on feline health and care.,"medical,healthcare,veterinary","A specialized feline-only practice; beloved for its calm, quiet, and gold-certified cat-friendly environment.","Cat-only, low-stress, quiet, expert",4.9,300,3024 78th Avenue Southeast,Mercer Island,Washington,98040,47.5830998,-122.2327797,,,,,,,,,Closed,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,8:00am-6:00pm,Closed
mi_068,MercyVet,Medical / Health Services,Pet Supplies,Holistic veterinary clinic offering traditional and alternative treatments for pets.,Holistic veterinary clinic offering traditional and alternative treatments for pets.,"medical,healthcare,pet-supplies,pet,pets,veterinary","Ranked highly for its balanced holistic and western medicine approach; known for practical, compassionate care.","Holistic, compassionate, natural, priority",4.8,100,2630 77th Avenue Southeast,Mercer Island,Washington,98040,47.5868537,-122.2341608,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_069,Mercer Island Dental Associates,Medical / Health Services,Dental,"Dental clinic offering general, cosmetic, and preventive dental care.","Dental clinic offering general, cosmetic, and preventive dental care.","medical,healthcare,dental,cosmetic",Sets a 'gold standard' for precision and kindness; noted for helping patients with high dental anxiety.,"Precision, kind, welcoming, anxiety-friendly",4.8,100,3236 78th Ave Southeast,Mercer Island,Washington,98040,47.5807272,-122.2332261,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,7:00am-4:00pm,7:00am-4:00pm,8:00am-3:00pm,Closed
mi_070,Thomas Dentistry,Medical / Health Services,Dental,"Local dental practice providing comprehensive cleanings, fillings, and procedures.",Local dental practice providing comprehensive cleanings,"medical,healthcare,dental",Highly skilled team with a patient-centered culture; praised for clear communication and efficient care.,"Professional, efficient, skilled, patient-centered",4.9,200,2955 80th Ave Southeast,Mercer Island,Washington,98040,47.5839717,-122.232158,,,,,,,,,Closed,7:00am-3:00pm,7:00am-3:00pm,7:00am-3:00pm,7:00am-3:00pm,7:00am-3:00pm,Closed
mi_071,MI Dermatology Clinic,Medical / Health Services,Dermatology,"Medical office specializing in skincare, acne treatment, and dermatology.","Medical office specializing in skincare, acne treatment, and dermatology.","medical,healthcare,dermatology,skincare","Led by Dr. Brenda Newman; patients appreciate her strong bedside manner and informative, approachable style.","Bedside manner, informative, approachable, humorous",4.6,200,2835 82nd Ave Southeast,Mercer Island,Washington,98040,47.5848664,-122.2301858,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-4:00pm,Closed
mi_072,Swedish Health Services (MI),Medical / Health Services,Healthcare,Outpatient clinic providing primary care and specialized medical services.,Outpatient clinic providing primary care and specialized medical services.,"medical,healthcare,primary-care","A large, reliable primary care hub; ratings reflect high patient satisfaction with nurse communication and safety.","Reliable, professional, safe, systematic",4.4,100,3236 78th Ave Southeast,Mercer Island,Washington,98040,47.5807544,-122.233237,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,Closed
mi_073,Mercer Island Pediatrics,Medical / Health Services,Pediatrics,"Dedicated pediatric clinic providing healthcare for infants, children, and teens.",Dedicated pediatric clinic providing healthcare for infants,"medical,healthcare,pediatrics,children","Highly regarded for its 'top doctors' and supportive team; noted as a busy, high-quality clinic for families.","Top doctors, professional, family-focused, team-oriented",4,50,9675 Southeast 36th Street,Mercer Island,Washington,98040,47.5773048,-122.2096225,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,9:00am-12:00pm
mi_074,Mercer Island Orthodontics,Medical / Health Services,Orthodontics,Orthodontic practice specializing in braces and clear aligners.,Orthodontic practice specializing in braces and clear aligners.,"medical,healthcare,orthodontics,braces","Run by the 'Chorak Squad'; known for being incredibly personable, helpful, and informative for both kids and parents.","Personable, informative, professional, friendly",4.7,50,3022 78th Ave Southeast,Mercer Island,Washington,98040,47.5831606,-122.2328987,,,,,,,,,Closed,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:00pm,Closed
mi_075,Island Wellness,Medical / Health Services,Physical Therapy,Rehabilitation clinic focusing on physical therapy and injury recovery.,Rehabilitation clinic focusing on physical therapy and injury recovery.,"medical,healthcare,physical-therapy,rehabilitation","A multidisciplinary health center praised for its personalized acupuncture, chiropractic, and massage services.","Personalized, multidisciplinary, quality, specialized",4.5,25,7605 Southeast 27th Street,Mercer Island,Washington,98040,47.5865818,-122.2373635,,,,,,,,,Closed,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm
mi_076,Mercer Island Eyeworks,Medical / Health Services,Optometry,Vision center providing comprehensive eye exams and prescription services.,Vision center providing comprehensive eye exams and prescription services.,"medical,healthcare,optometry",Highly rated for accessible and efficient service; customers frequently praise the friendly staff and lack of high-pressure sales.,"Accessible, friendly, no-nonsense, expert",4.8,500,7800 Southeast 27th Street,Mercer Island,Washington,98040,47.5868025,-122.2331625,,,,,,,,,Closed,9:30am-7:00pm,9:30am-7:00pm,9:30am-5:30pm,10:00am-6:00pm,9:00am-5:30pm,9:00am-3:00pm
mi_077,Mercer Island Chiropractic,Medical / Health Services,Chiropractic,Health office focusing on spinal alignment and musculoskeletal wellness.,Health office focusing on spinal alignment and musculoskeletal wellness.,"medical,healthcare,chiropractic","Renowned for a personalized, whole-body wellness approach; patients appreciate the welcoming environment and advanced techniques.","Personalized, welcoming, holistic, professional",4.9,200,2825 80th Ave Southeast,Mercer Island,Washington,98040,47.5847097,-122.2321874,,,,,,,,,Closed,8:30am-6:30pm,8:30am-3:00pm,11:00am-6:30pm,8:30am-6:30pm,Closed,By Appt
mi_078,Island Crest Foot & Ankle,Medical / Health Services,Podiatry,Specialized medical practice for podiatry and lower limb care.,Specialized medical practice for podiatry and lower limb care.,"medical,healthcare,podiatry",Specialized podiatry clinic known for detailed patient education and effective treatment plans for sports-related foot injuries.,"Specialized, thorough, patient education, sports medicine",4.7,50,8015 Southeast 28th Street,Mercer Island,Washington,98040,47.5846646,-122.23112,,,,,,,,,Closed,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,Closed
mi_079,U.S. Bank,Banks / Financial Services,Bank,"National bank offering checking, savings, and investment services.","National bank offering checking, savings, and investment services.","finance,bank,banking","Central location with a long history on the Island; however, customers often cite frustrations with corporate service speed and unhelpful phone support.","Central, corporate, variable service, traditional",2.1,25,2737 78th Avenue Southeast,Mercer Island,Washington,98040,47.5857019,-122.2340827,,,,,,,,,,,,,,,
mi_080,Chase Bank,Banks / Financial Services,Bank,Financial institution providing personal and business banking and mortgages.,Financial institution providing personal and business banking and mortgages.,"finance,bank,mortgages,banking",Popular for its robust mobile app and extensive ATM network; local staff are often noted for being helpful despite busy peak hours.,"Convenient, mobile-first, professional, busy",3.8,25,7900 Southeast 28th Street,Mercer Island,Washington,98040,47.5857564,-122.2320963,,,,,,,,,,,,,,,
mi_081,Wells Fargo,Banks / Financial Services,Bank,"Bank offering a range of retail, mortgage, and investment products.","Bank offering a range of retail, mortgage, and investment products.","finance,bank,banking",Full-service branch with high loan amounts available; reviews are mixed between long-term customer loyalty and frustration with phone wait times.,"Full-service, loans, established, mixed reviews",3.5,100,3001 78th Avenue Southeast,Mercer Island,Washington,98040,47.5837404,-122.2343634,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_082,Bank of America,Banks / Financial Services,Bank,"National bank providing banking, credit cards, and wealth management.","National bank providing banking, credit cards, and wealth management.","finance,bank,banking",Noted for a strong digital platform and inclusive local work environment; sentiment is split regarding fraud protection efficiency and fee structures.,"Digital, central, inclusive, corporate",3.2,50,2830 80th Avenue Southeast,Mercer Island,Washington,98040,47.5841465,-122.2314152,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_083,Umpqua Bank,Banks / Financial Services,Bank,"Regional bank providing personal banking, loans, and business solutions.","Regional bank providing personal banking, loans, and business solutions.","finance,bank,banking",Appreciated for its 'human' touch and community involvement; customers love the friendly tellers and proactive problem-solving.,"Community-focused, friendly, helpful, local feel",4.2,50,7803 Southeast 27th Street,Mercer Island,Washington,98040,47.5865657,-122.2334432,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_084,Banner Bank,Banks / Financial Services,Bank,Community-focused bank offering commercial and personal banking services.,Community-focused bank offering commercial and personal banking services.,"finance,bank,banking",Consistently earns five-star ratings for financial stability; local business owners praise their relationship-based lending approach.,"Stable, business-friendly, professional, relationship-based",4.5,50,2918 78th Avenue Southeast,Mercer Island,Washington,98040,47.5839651,-122.2333261,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_085,KeyBank,Banks / Financial Services,Bank,Full-service bank providing retail banking and financial advisory services.,Full-service bank providing retail banking and financial advisory services.,"finance,bank,banking",One of the few branches with Saturday hours; reviews highlight helpful in-person service but some frustrations with automated security holds.,"Saturday hours, helpful staff, accessible, central",3.1,100,2731 77th Avenue Southeast,Mercer Island,Washington,98040,47.5861049,-122.2355617,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-6:00pm,10:00am-1:30pm
mi_086,Edward Jones,Banks / Financial Services,Financial Advisory,Financial advisory firm specializing in investment planning and retirement.,Financial advisory firm specializing in investment planning and retirement.,"finance,financial-advisory,retirement","Known for a highly personalized, face-to-face approach to financial planning; multiple advisors on the Island receive high marks for accessibility.","Personalized, accessible, face-to-face, planning",4.8,50,Southeast 27th Street,Mercer Island,Washington,98040,47.5868805,-122.2355018,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,Closed
mi_087,Heritage Wealth Advisors,Banks / Financial Services,Wealth Management,Professional financial group offering estate and investment planning.,Professional financial group offering estate and investment planning.,"finance,wealth-management",Top-tier private wealth management team; recognized for expertise in serving high-net-worth families with complex financial needs.,"Expert, private wealth, high-net-worth, reputable",4.9,10,2630 77th Ave Southeast,Mercer Island,Washington,98040,47.5868527,-122.2348469,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,Closed
mi_088,Windermere Mercer Island,Professional Services,Real Estate,Real estate agency specializing in residential sales and property management.,Real estate agency specializing in residential sales and property management.,"professional-services,real-estate,property-management",Deeply rooted in the community with a reputation for neighborly support and high-quality local real estate expertise.,"Neighborly, expert, rooted, professional",4.7,15,2737 77th Ave Southeast,Mercer Island,Washington,98040,47.5857274,-122.2356743,,,,,,,,,10:00am-4:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,10:00am-4:00pm
mi_089,John L. Scott Mercer Island,Professional Services,Real Estate,Full-service real estate brokerage serving buyers and sellers.,Full-service real estate brokerage serving buyers and sellers.,"professional-services,real-estate",Strong focus on local market data and community safety; highly rated for being transparent and headed in the right direction.,"Transparent, data-driven, community-focused, reliable",4.6,25,7853 Southeast 27th Street,Mercer Island,Washington,98040,47.5864089,-122.2326856,,,,,,,,,9:00am-5:00pm,8:30am-5:30pm,8:30am-5:30pm,8:30am-5:30pm,8:30am-5:30pm,8:30am-5:30pm,9:00am-5:00pm
mi_090,Coldwell Banker Bain,Professional Services,Bank,Real estate firm providing residential and commercial property services.,Real estate firm providing residential and commercial property services.,"professional-services,bank,banking,real-estate",Long-standing office specializing in high-end waterfront and new construction properties on the Island.,"Waterfront experts, experienced, professional, established",4.5,100,128 78th Ave Southeast,Mercer Island,Washington,98040,47.5856154,-122.2335131,,,,,,,,,10:00am-3:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,10:00am-3:00pm
mi_091,Six Walls Interior Design,Professional Services,Professional Services,Professional design firm offering residential and commercial interior services.,Professional design firm offering residential and commercial interior services.,"professional-services,interior-design",Highly professional team known for a detail-oriented and collaborative approach to high-end residential remodels.,"Detail-oriented, professional, modern luxury, collaborative",4.6,25,7650 Southeast 27th Street,Mercer Island,Washington,98040,47.5871037,-122.2353814,https://six-walls.com/,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,By Appt
mi_092,Brandt Law Group,Professional Services,Law Firm,Business and construction law firm physically located in the Town Center (Suite 315).,Business and construction law firm physically located in the Town Center (Suite 315).,"professional-services,law-firm,legal",Specializes in real estate and construction defect law; praised for aggressive representation and a focus on client education.,"Expert, real estate law, construction defect, client-focused",3.4,25,7525 Southeast 24th Street,Mercer Island,Washington,98040,47.5886791,-122.2388268,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_093,Kristof Law Offices,Professional Services,Law Firm,Local legal practice specializing in insurance subrogation (Suite 360).,Local legal practice specializing in insurance subrogation (Suite 360).,"professional-services,law-firm,legal",Respected firm focusing on insurance subrogation and complex litigation; noted for meticulous preparation and ethical standards.,"Meticulous, ethical, subrogation expert, diligent",4.7,5,7525 Southeast 24th Street,Mercer Island,Washington,98040,47.5886791,-122.2388268,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_094,Mercer Law PLLC,Professional Services,Real Estate,"Neighborhood law firm focusing on business, real estate, and estate planning.","Neighborhood law firm focusing on business, real estate, and estate planning.","professional-services,real-estate,estate-planning,legal",Top-rated legal service with a strong emphasis on results and clear communication; known for being approachable and thorough.,"Top-rated, communication, results-driven, approachable",5,10,9311 Southeast 36th Street,Mercer Island,Washington,98040,47.5776407,-122.2129696,,,,,,,,,,,,,,,
mi_095,All-Pro Risk Management Inc.,Professional Services,Insurance,"Independent agency offering home, auto, and business insurance policies.","Independent agency offering home, auto, and business insurance policies.","professional-services,insurance",Boutique insurance agency praised for providing high-level professional service and genuine care for client needs.,"Professional service, helpful, insurance expert, caring",3.4,15,3047 78th Ave Southeast,Mercer Island,Washington,98040,47.5822498,-122.2348148,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
